date,BRVM-COMPOSITE,BRVM-FINANCES,CAC_40,S&P_500
2014-04-01,241.65,82.99,4426.72021484375,1885.52001953125
2014-04-02,241.94,82.05,4430.85986328125,1890.9000244140625
2014-04-03,244.41,82.14,4449.330078125,1888.77001953125
2014-04-04,245.12,82.12,4484.5498046875,1865.0899658203125
2014-04-07,244.72,82.12,4436.080078125,1845.0400390625
2014-04-08,242.55,81.13,4424.830078125,1851.9599609375
2014-04-09,241.11,81.57,4442.68017578125,1872.1800537109375
2014-04-10,240.74,81.51,4413.490234375,1833.0799560546875
2014-04-11,240.53,81.58,4365.85986328125,1815.68994140625
2014-04-14,232.02,82.04,4384.56005859375,1830.6099853515625
2014-04-15,238.81,80.67,4345.35009765625,1842.97998046875
2014-04-16,238.72,80.5,4405.66015625,1862.31005859375
2014-04-17,238.42,80.78,4431.81005859375,1864.8499755859375
2014-04-18,238.93,80.78,,
2014-04-21,,,,1871.8900146484375
2014-04-22,239.69,80.24,4484.2099609375,1879.550048828125
2014-04-23,239.85,80.34,4451.080078125,1875.3900146484375
2014-04-24,239.42,78.25,4479.5400390625,1878.6099853515625
2014-04-25,241.07,77.43,4443.6298828125,1863.4000244140625
2014-04-28,239.65,76.39,4460.52978515625,1869.4300537109375
2014-04-29,238.57,76.44,4497.68017578125,1878.3299560546875
2014-04-30,238.01,77.0,4487.39013671875,1883.949951171875
2014-05-01,,,,1883.6800537109375
2014-05-02,229.85,75.12,4458.169921875,1881.1400146484375
2014-05-05,224.15,72.26,4462.68994140625,1884.6600341796875
2014-05-06,219.81,71.22,4428.06982421875,1867.719970703125
2014-05-07,220.61,72.06,4446.43994140625,1878.2099609375
2014-05-08,225.85,72.0,4507.240234375,1875.6300048828125
2014-05-09,227.1,73.2,4477.27978515625,1878.47998046875
2014-05-12,228.82,,4493.64990234375,1896.6500244140625
