date,BRVM-COMPOSITE,BRVM-FINANCES,CAC_40,S&P_500
2014-05-13,230.72,74.82,4505.02001953125,1897.449951171875
2014-05-14,228.68,73.81,4501.0400390625,1888.530029296875
2014-05-15,229.07,75.23,4444.93017578125,1870.8499755859375
2014-05-16,229.74,74.25,4456.27978515625,1877.8599853515625
2014-05-19,229.44,74.13,4469.759765625,1885.0799560546875
2014-05-20,230.85,75.08,4452.35009765625,1872.8299560546875
2014-05-21,229.79,74.06,4469.02978515625,1888.030029296875
2014-05-22,230.7,74.11,4478.2099609375,1892.489990234375
2014-05-23,232.31,76.0,4493.14990234375,1900.530029296875
2014-05-26,232.31,76.09,4526.93017578125,
2014-05-27,230.82,75.03,4529.75,1911.9100341796875
2014-05-28,230.17,76.03,4531.6298828125,1909.780029296875
2014-05-29,,,4530.509765625,1920.030029296875
2014-05-30,230.61,75.92,4519.56982421875,1923.5699462890625
2014-06-02,231.17,74.94,4515.89013671875,1924.969970703125
2014-06-03,230.64,75.35,4503.68994140625,1924.239990234375
2014-06-04,230.47,75.24,4501.0,1927.8800048828125
2014-06-05,231.89,74.99,4548.72998046875,1940.4599609375
2014-06-06,232.13,74.26,4581.1201171875,1949.43994140625
2014-06-09,,,4589.1201171875,1951.27001953125
2014-06-10,232.3,75.38,4595.0,1950.7900390625
2014-06-11,232.1,74.54,4555.10986328125,1943.8900146484375
2014-06-12,232.7,75.78,4554.39990234375,1930.1099853515625
2014-06-13,231.83,75.08,4543.27978515625,1936.1600341796875
2014-06-16,233.58,76.21,4510.0498046875,1937.780029296875
2014-06-17,234.0,76.72,4536.06982421875,1941.989990234375
2014-06-18,233.88,76.78,4530.3701171875,1956.97998046875
2014-06-19,234.12,75.85,4563.0400390625,1959.47998046875
2014-06-20,234.59,76.67,4541.33984375,1962.8699951171875
2014-06-23,234.06,76.6,4515.56982421875,1962.6099853515625
2014-06-24,234.07,76.62,4518.33984375,1949.97998046875
2014-06-25,235.06,77.64,4460.60009765625,1959.530029296875
2014-06-26,233.66,76.64,4439.6298828125,1957.219970703125
2014-06-27,235.38,79.74,4436.990234375,1960.9599609375
2014-06-30,238.6,82.55,4422.83984375,1960.22998046875
2014-07-01,237.43,81.55,4461.1201171875,1973.3199462890625
2014-07-02,235.98,80.23,4444.72021484375,1974.6199951171875
2014-07-03,234.79,79.4,4489.8798828125,1985.43994140625
2014-07-04,235.71,79.16,4468.97998046875,
2014-07-07,235.69,79.34,4405.759765625,1977.6500244140625
2014-07-08,235.75,78.07,4342.52978515625,1963.7099609375
2014-07-09,234.78,77.2,4359.83984375,1972.8299560546875
2014-07-10,235.99,79.02,4301.259765625,1964.6800537109375
2014-07-11,236.38,79.13,4316.5,1967.5699462890625
2014-07-14,237.42,80.02,4350.0400390625,1977.0999755859375
2014-07-15,237.58,80.0,4305.31005859375,1973.280029296875
2014-07-16,237.34,79.83,4369.06005859375,1981.5699462890625
2014-07-17,238.2,81.36,4316.1201171875,1958.1199951171875
2014-07-18,237.13,80.41,4335.31005859375,1978.219970703125
2014-07-21,237.7,80.73,4304.740234375,1973.6300048828125
2014-07-22,237.86,80.71,4369.52001953125,1983.530029296875
2014-07-23,238.41,81.62,4376.31982421875,1987.010009765625
2014-07-24,,,4410.64990234375,1987.97998046875
2014-07-25,237.26,80.59,4330.5498046875,1978.3399658203125
2014-07-28,,,4344.77001953125,1978.9100341796875
2014-07-29,236.33,80.29,4365.580078125,1969.949951171875
2014-07-30,237.88,79.93,4312.2998046875,1970.0699462890625
2014-07-31,238.43,80.3,4246.14013671875,1930.6700439453125
2014-08-01,238.3,80.22,4202.77978515625,1925.1500244140625
2014-08-04,238.92,81.16,4217.22021484375,1938.989990234375
2014-08-05,240.29,80.21,4232.8798828125,1920.2099609375
2014-08-06,241.09,81.1,4207.14013671875,1920.239990234375
2014-08-07,,,4149.830078125,1909.5699462890625
2014-08-08,241.84,81.1,4147.81005859375,1931.5899658203125
2014-08-11,245.31,82.65,4197.7001953125,1936.9200439453125
2014-08-12,245.95,83.28,4162.16015625,1933.75
2014-08-13,245.07,82.36,4194.7900390625,1946.719970703125
2014-08-14,244.22,81.5,4205.43017578125,1955.1800537109375
2014-08-15,,,4174.35986328125,1955.06005859375
2014-08-18,243.32,81.5,4230.64990234375,1971.739990234375
2014-08-19,243.92,81.49,4254.4501953125,1981.5999755859375
2014-08-20,244.33,81.9,4240.7900390625,1986.510009765625
2014-08-21,245.71,83.54,4292.93017578125,1992.3699951171875
2014-08-22,247.21,84.78,4252.7998046875,1988.4000244140625
2014-08-25,247.1,84.07,4342.10986328125,1997.9200439453125
2014-08-26,248.25,84.37,4393.41015625,2000.02001953125
2014-08-27,247.14,83.41,4395.259765625,2000.1199951171875
2014-08-28,247.41,84.1,4366.0400390625,1996.739990234375
2014-08-29,246.52,83.74,4381.0400390625,2003.3699951171875
2014-09-01,246.93,84.08,4379.72998046875,
2014-09-02,247.22,84.26,4378.330078125,2002.280029296875
2014-09-03,246.89,84.41,4421.8701171875,2000.719970703125
2014-09-04,247.68,85.58,4494.93994140625,1997.6500244140625
2014-09-05,248.66,85.38,4486.490234375,2007.7099609375
2014-09-08,249.35,87.17,4474.93017578125,2001.5400390625
2014-09-09,249.41,87.37,4452.3701171875,1988.43994140625
2014-09-10,248.56,86.67,4450.7900390625,1995.68994140625
2014-09-11,248.56,86.67,4440.89990234375,1997.449951171875
2014-09-12,248.53,86.58,4441.7001953125,1985.5400390625
2014-09-15,251.35,89.21,4428.6298828125,1984.1300048828125
2014-09-16,254.77,94.13,4409.14990234375,1998.97998046875
2014-09-17,256.3,96.1,4431.41015625,2001.5699462890625
2014-09-18,254.6,98.25,4464.7001953125,2011.3599853515625
2014-09-19,257.68,99.31,4461.22021484375,2010.4000244140625
2014-09-22,258.54,99.02,4442.5498046875,1994.2900390625
2014-09-23,258.44,97.77,4359.35009765625,1982.77001953125
2014-09-24,258.26,98.24,4413.72021484375,1998.300048828125
2014-09-25,257.34,98.64,4355.27978515625,1965.989990234375
2014-09-26,257.05,98.86,4394.75,1982.8499755859375
2014-09-29,255.49,98.12,4358.06982421875,1977.800048828125
2014-09-30,255.32,98.65,4416.240234375,1972.2900390625
2014-10-01,256.88,100.06,4365.27001953125,1946.1600341796875
2014-10-02,255.12,98.57,4242.669921875,1946.1700439453125
2014-10-03,255.51,97.77,4281.740234375,1967.9000244140625
2014-10-06,258.02,99.93,4286.52001953125,1964.8199462890625
2014-10-07,257.38,99.96,4209.14013671875,1935.0999755859375
2014-10-08,255.28,98.26,4168.1201171875,1968.8900146484375
2014-10-09,254.56,97.9,4141.4501953125,1928.2099609375
2014-10-10,255.01,97.08,4073.7099609375,1906.1300048828125
2014-10-13,253.1,95.2,4078.699951171875,1874.739990234375
2014-10-14,254.72,98.22,4088.25,1877.699951171875
2014-10-15,251.09,94.71,3939.719970703125,1862.489990234375
2014-10-16,250.52,94.93,3918.6201171875,1862.760009765625
2014-10-17,247.41,94.23,4033.179931640625,1886.760009765625
2014-10-20,244.63,91.56,3991.239990234375,1904.010009765625
2014-10-21,242.89,90.69,4081.239990234375,1941.280029296875
2014-10-22,242.34,90.54,4105.08984375,1927.1099853515625
2014-10-23,240.72,91.02,4157.68017578125,1950.8199462890625
2014-10-24,241.43,90.18,4128.89990234375,1964.5799560546875
2014-10-27,241.77,91.59,4096.740234375,1961.6300048828125
2014-10-28,239.78,90.74,4112.669921875,1985.050048828125
2014-10-29,240.29,91.5,4110.64013671875,1982.300048828125
2014-10-30,239.09,91.55,4141.240234375,1994.6500244140625
2014-10-31,238.4,92.05,4233.08984375,2018.050048828125
2014-11-03,237.81,92.41,4194.02978515625,2017.81005859375
2014-11-04,236.65,91.2,4130.18994140625,2012.0999755859375
2014-11-05,235.71,92.26,4208.419921875,2023.5699462890625
2014-11-06,235.83,92.65,4227.68017578125,2031.2099609375
2014-11-07,234.41,92.22,4189.89013671875,2031.9200439453125
2014-11-10,235.34,92.61,4222.81982421875,2038.260009765625
2014-11-11,234.07,90.84,4244.10009765625,2039.6800537109375
2014-11-12,236.53,91.92,4179.8798828125,2038.25
2014-11-13,230.17,91.98,4187.9501953125,2039.3299560546875
2014-11-14,238.13,92.31,4202.4599609375,2039.8199462890625
2014-11-17,239.2,92.31,4226.10009765625,2041.3199462890625
2014-11-18,237.29,91.76,4262.3798828125,2051.800048828125
2014-11-19,239.13,92.77,4266.18994140625,2048.719970703125
2014-11-20,239.69,91.88,4234.2099609375,2052.75
2014-11-21,240.38,91.83,4347.22998046875,2063.5
2014-11-24,240.7,90.88,4368.43994140625,2069.409912109375
2014-11-25,244.64,92.05,4382.31005859375,2067.030029296875
2014-11-26,244.13,90.18,4373.419921875,2072.830078125
2014-11-27,244.07,90.26,4382.33984375,
2014-11-28,243.96,90.28,4390.18017578125,2067.56005859375
2014-12-01,243.75,90.45,4377.330078125,2053.43994140625
2014-12-02,244.57,90.03,4388.2998046875,2066.550048828125
2014-12-03,244.63,90.55,4391.85986328125,2074.330078125
2014-12-04,244.51,88.68,4323.89013671875,2071.919921875
2014-12-05,243.96,87.15,4419.47998046875,2075.3701171875
2014-12-08,244.5,87.36,4375.47998046875,2060.31005859375
2014-12-09,245.39,89.34,4263.93994140625,2059.820068359375
2014-12-10,245.28,88.77,4227.91015625,2026.1400146484375
2014-12-11,245.83,89.07,4225.85986328125,2035.3299560546875
2014-12-12,246.61,90.22,4108.93017578125,2002.3299560546875
2014-12-15,246.54,90.55,4005.3798828125,1989.6300048828125
2014-12-16,244.9,90.78,4093.199951171875,1972.739990234375
2014-12-17,246.18,91.25,4111.91015625,2012.8900146484375
2014-12-18,247.13,90.57,4249.490234375,2061.22998046875
2014-12-19,248.51,91.31,4241.64990234375,2070.64990234375
2014-12-22,246.84,89.9,4254.43017578125,2078.5400390625
2014-12-23,247.93,90.37,4314.97021484375,2082.169921875
2014-12-24,250.47,91.23,4295.85009765625,2081.8798828125
2014-12-26,252.14,91.1,,2088.77001953125
2014-12-29,251.66,89.9,4317.93017578125,2090.570068359375
2014-12-30,256.92,93.1,4245.5400390625,2080.35009765625
2014-12-31,258.08,93.48,4272.75,2058.89990234375
2015-01-02,256.5,93.89,4252.2900390625,2058.199951171875
2015-01-05,256.3,92.92,4111.35986328125,2020.5799560546875
2015-01-06,254.38,92.79,4083.5,2002.6099853515625
2015-01-07,253.46,91.6,4112.72998046875,2025.9000244140625
2015-01-08,252.4,90.99,4260.18994140625,2062.139892578125
2015-01-09,253.4,92.08,4179.06982421875,2044.81005859375
2015-01-12,252.14,92.09,4228.240234375,2028.260009765625
2015-01-13,249.37,91.78,4290.27978515625,2023.030029296875
2015-01-14,249.19,92.9,4223.240234375,2011.27001953125
2015-01-15,248.29,91.4,4323.2001953125,1992.6700439453125
2015-01-16,248.73,90.44,4379.6201171875,2019.4200439453125
2015-01-19,249.12,91.15,4394.93017578125,
2015-01-20,249.14,90.62,4446.02001953125,2022.550048828125
2015-01-21,248.53,90.77,4484.81982421875,2032.1199951171875
2015-01-22,249.73,90.92,4552.7998046875,2063.14990234375
2015-01-23,249.86,91.6,4640.68994140625,2051.820068359375
2015-01-26,250.56,92.46,4675.1298828125,2057.090087890625
2015-01-27,250.12,91.27,4624.2099609375,2029.550048828125
2015-01-28,256.26,92.6,4610.93994140625,2002.1600341796875
2015-01-29,251.13,92.8,4631.43017578125,2021.25
2015-01-30,252.99,93.52,4604.25,1994.989990234375
2015-02-02,251.75,93.21,4627.669921875,2020.8499755859375
2015-02-03,251.84,92.25,4677.89990234375,2050.030029296875
2015-02-04,258.03,93.7,4696.2998046875,2041.510009765625
2015-02-05,253.39,91.8,4703.2998046875,2062.52001953125
2015-02-06,254.33,92.02,4691.02978515625,2055.469970703125
2015-02-09,,,4651.080078125,2046.739990234375
2015-02-10,254.1,91.75,4695.64990234375,2068.590087890625
2015-02-11,255.26,93.03,4679.3798828125,2068.530029296875
2015-02-12,255.54,92.5,4726.2001953125,2088.47998046875
2015-02-13,255.68,93.29,4759.35986328125,2096.989990234375
2015-02-16,255.19,92.48,4751.9501953125,
2015-02-17,254.99,92.23,4753.990234375,2100.340087890625
2015-02-18,254.85,91.35,4799.02978515625,2099.679931640625
2015-02-19,256.32,92.23,4833.27978515625,2097.449951171875
2015-02-20,257.8,92.07,4830.89990234375,2110.300048828125
2015-02-23,257.26,92.14,4862.2998046875,2109.659912109375
2015-02-24,257.07,91.37,4886.43994140625,2115.47998046875
2015-02-25,260.44,92.82,4882.22021484375,2113.860107421875
2015-02-26,260.37,90.25,4910.6201171875,2110.739990234375
2015-02-27,260.71,91.9,4951.47998046875,2104.5
2015-03-02,261.31,91.26,4917.31982421875,2117.389892578125
2015-03-03,262.7,91.41,4869.25,2107.780029296875
2015-03-04,261.35,90.39,4917.35009765625,2098.530029296875
2015-03-05,260.74,89.77,4963.509765625,2101.0400390625
2015-03-06,261.78,90.69,4964.35009765625,2071.260009765625
2015-03-09,262.72,89.89,4937.2001953125,2079.429931640625
2015-03-10,264.33,92.45,4881.9501953125,2044.1600341796875
2015-03-11,263.6,92.7,4997.75,2040.239990234375
2015-03-12,263.64,92.09,4987.330078125,2065.949951171875
2015-03-13,264.47,92.33,5010.4599609375,2053.39990234375
2015-03-16,264.86,92.14,5061.16015625,2081.18994140625
2015-03-17,264.21,91.69,5028.93017578125,2074.280029296875
2015-03-18,264.32,92.02,5033.419921875,2099.5
2015-03-19,263.34,92.73,5037.18017578125,2089.27001953125
2015-03-20,264.41,92.6,5087.490234375,2108.10009765625
2015-03-23,264.46,92.64,5054.52001953125,2104.419921875
2015-03-24,263.91,92.57,5088.27978515625,2091.5
2015-03-25,265.32,93.57,5020.990234375,2061.050048828125
2015-03-26,266.05,93.74,5006.35009765625,2056.14990234375
2015-03-27,266.11,93.75,5034.06005859375,2061.02001953125
2015-03-30,265.47,93.59,5083.52001953125,2086.239990234375
2015-03-31,262.56,94.27,5033.64013671875,2067.889892578125
2015-04-01,258.83,95.45,5062.22021484375,2059.68994140625
2015-04-02,262.32,96.42,5074.14013671875,2066.9599609375
2015-04-03,262.64,97.33,,
2015-04-06,,,,2080.6201171875
2015-04-07,262.04,97.26,5151.18994140625,2076.330078125
2015-04-08,259.98,96.3,5136.85986328125,2081.89990234375
2015-04-09,258.38,96.15,5208.9501953125,2091.179931640625
2015-04-10,257.18,94.49,5240.4599609375,2102.06005859375
2015-04-13,258.63,95.37,5254.1201171875,2092.429931640625
2015-04-14,258.79,95.66,5218.06005859375,2095.840087890625
2015-04-15,261.83,95.93,5254.35009765625,2106.6298828125
2015-04-16,263.17,98.37,5224.490234375,2104.989990234375
2015-04-17,264.34,98.98,5143.259765625,2081.179931640625
2015-04-20,264.69,98.87,5187.58984375,2100.39990234375
2015-04-21,264.02,99.87,5192.64013671875,2097.2900390625
2015-04-22,264.52,102.57,5211.08984375,2107.9599609375
2015-04-23,266.04,102.81,5178.91015625,2112.929931640625
2015-04-24,267.38,103.69,5201.4501953125,2117.68994140625
2015-04-27,267.25,102.09,5268.91015625,2108.919921875
2015-04-28,266.77,103.48,5173.3798828125,2114.760009765625
2015-04-29,266.03,102.82,5039.39013671875,2106.85009765625
2015-04-30,264.7,102.55,5046.490234375,2085.510009765625
2015-05-01,,,,2108.2900390625
2015-05-04,261.72,102.24,5081.97021484375,2114.489990234375
2015-05-05,262.08,104.07,4974.06982421875,2089.4599609375
2015-05-06,264.85,103.06,4981.58984375,2080.14990234375
2015-05-07,260.04,101.72,4967.22021484375,2088.0
2015-05-08,261.08,101.98,5090.39013671875,2116.10009765625
2015-05-11,262.17,102.0,5027.8701171875,2105.330078125
2015-05-12,262.47,102.7,4974.64990234375,2099.1201171875
2015-05-13,263.03,102.74,4961.85986328125,2098.47998046875
2015-05-14,,,5029.31005859375,2121.10009765625
2015-05-15,262.57,101.54,4993.81982421875,2122.72998046875
2015-05-18,263.58,102.96,5012.31005859375,2129.199951171875
2015-05-19,262.37,101.9,5117.2998046875,2127.830078125
2015-05-20,264.21,102.76,5133.2998046875,2125.85009765625
2015-05-21,263.67,101.82,5146.7001953125,2130.820068359375
2015-05-22,265.91,102.89,5142.89013671875,2126.06005859375
2015-05-25,,,5117.169921875,
2015-05-26,266.38,103.01,5083.5400390625,2104.199951171875
2015-05-27,268.32,103.22,5182.52978515625,2123.47998046875
2015-05-28,267.14,102.52,5137.830078125,2120.7900390625
2015-05-29,268.0,101.84,5007.89013671875,2107.389892578125
2015-06-01,267.48,102.24,5025.2998046875,2111.72998046875
2015-06-02,269.66,102.23,5004.4599609375,2109.60009765625
2015-06-03,270.31,101.27,5034.169921875,2114.070068359375
2015-06-04,271.13,101.86,4987.1298828125,2095.840087890625
2015-06-05,273.47,101.01,4920.740234375,2092.830078125
2015-06-08,270.46,99.47,4857.66015625,2079.280029296875
2015-06-09,274.81,102.55,4850.22021484375,2080.14990234375
2015-06-10,273.65,99.63,4934.91015625,2105.199951171875
2015-06-11,275.02,100.41,4971.3701171875,2108.860107421875
2015-06-12,273.95,100.41,4901.18994140625,2094.110107421875
2015-06-15,274.62,99.27,4815.35986328125,2084.429931640625
2015-06-16,272.77,99.34,4839.85986328125,2096.2900390625
2015-06-17,275.29,101.35,4790.6201171875,2100.43994140625
2015-06-18,274.05,100.83,4803.47998046875,2121.239990234375
2015-06-19,272.62,100.47,4815.3701171875,2109.989990234375
2015-06-22,274.12,101.06,4998.60986328125,2122.85009765625
2015-06-23,273.55,101.31,5057.68017578125,2124.199951171875
2015-06-24,274.32,101.71,5045.35009765625,2108.580078125
2015-06-25,274.79,101.81,5041.7099609375,2102.31005859375
2015-06-26,274.53,100.82,5059.169921875,2101.489990234375
2015-06-29,277.32,102.27,4869.81982421875,2057.639892578125
2015-06-30,278.44,103.73,4790.2001953125,2063.110107421875
2015-07-01,278.26,102.59,4883.18994140625,2077.419921875
2015-07-02,278.59,102.79,4835.56005859375,2076.780029296875
2015-07-03,277.66,102.35,4808.22021484375,
2015-07-06,278.23,101.72,4711.5400390625,2068.760009765625
2015-07-07,280.75,102.66,4604.64013671875,2081.340087890625
2015-07-08,281.51,105.69,4639.02001953125,2046.6800537109375
2015-07-09,285.11,107.73,4757.22021484375,2051.31005859375
2015-07-10,283.81,108.1,4903.06982421875,2076.6201171875
2015-07-13,285.57,108.81,4998.10009765625,2099.60009765625
2015-07-14,,,5032.47021484375,2108.949951171875
2015-07-15,287.88,112.45,5047.240234375,2107.39990234375
2015-07-16,290.7,112.96,5121.5,2124.2900390625
2015-07-17,,,5124.39013671875,2126.639892578125
2015-07-20,290.3,112.49,5142.490234375,2128.280029296875
2015-07-21,291.29,113.46,5106.56982421875,2119.2099609375
2015-07-22,290.55,112.21,5082.56982421875,2114.14990234375
2015-07-23,292.58,111.25,5086.740234375,2102.14990234375
2015-07-24,298.14,110.13,5057.35986328125,2079.64990234375
2015-07-27,303.83,105.56,4927.60009765625,2067.639892578125
2015-07-28,301.22,103.49,4977.31982421875,2093.25
2015-07-29,299.58,102.41,5017.43994140625,2108.570068359375
2015-07-30,300.46,102.73,5046.419921875,2108.6298828125
2015-07-31,301.22,103.66,5082.60986328125,2103.840087890625
2015-08-03,300.05,104.72,5120.52001953125,2098.0400390625
2015-08-04,300.99,105.72,5112.14013671875,2093.320068359375
2015-08-05,303.09,108.64,5196.72998046875,2099.840087890625
2015-08-06,299.3,104.95,5192.10986328125,2083.56005859375
2015-08-07,,,5154.75,2077.570068359375
2015-08-10,302.49,106.95,5195.41015625,2104.179931640625
2015-08-11,302.9,107.71,5099.02978515625,2084.070068359375
2015-08-12,300.87,107.69,4925.43017578125,2086.050048828125
2015-08-13,302.32,109.08,4986.85009765625,2083.389892578125
2015-08-14,302.97,110.39,4956.47021484375,2091.5400390625
2015-08-17,301.9,109.57,4984.830078125,2102.43994140625
2015-08-18,300.13,108.99,4971.25,2096.919921875
2015-08-19,300.69,110.11,4884.10009765625,2079.610107421875
2015-08-20,299.99,108.66,4783.5498046875,2035.72998046875
2015-08-21,296.33,108.57,4630.990234375,1970.8900146484375
2015-08-24,294.94,106.87,4383.4599609375,1893.2099609375
2015-08-25,294.8,108.85,4564.85986328125,1867.6099853515625
2015-08-26,293.8,107.02,4501.0498046875,1940.510009765625
2015-08-27,295.57,107.09,4658.18017578125,1987.6600341796875
2015-08-28,296.98,109.1,4675.1298828125,1988.8699951171875
2015-08-31,296.33,109.63,4652.9501953125,1972.1800537109375
2015-09-01,295.56,109.07,4541.16015625,1913.8499755859375
2015-09-02,295.2,109.08,4554.919921875,1948.8599853515625
2015-09-03,292.79,107.81,4653.7900390625,1951.1300048828125
2015-09-04,293.17,108.03,4523.080078125,1921.219970703125
2015-09-07,294.72,109.01,4549.64013671875,
2015-09-08,295.12,108.1,4598.259765625,1969.4100341796875
2015-09-09,295.29,108.45,4664.58984375,1942.0400390625
2015-09-10,294.6,107.63,4596.52978515625,1952.2900390625
2015-09-11,293.74,106.81,4548.72021484375,1961.050048828125
2015-09-14,295.49,108.33,4518.14990234375,1953.030029296875
2015-09-15,295.21,107.55,4569.3701171875,1978.0899658203125
2015-09-16,296.07,108.59,4645.83984375,1995.31005859375
2015-09-17,294.02,107.35,4655.14013671875,1990.199951171875
2015-09-18,293.97,108.37,4535.85009765625,1958.030029296875
2015-09-21,292.58,107.47,4585.5,1966.969970703125
2015-09-22,293.45,108.24,4428.509765625,1942.739990234375
2015-09-23,296.6,108.24,4432.830078125,1938.760009765625
2015-09-24,,,4347.240234375,1932.239990234375
2015-09-25,296.6,108.26,4480.66015625,1931.3399658203125
2015-09-28,298.66,107.54,4357.0498046875,1881.77001953125
2015-09-29,296.68,108.06,4343.72998046875,1884.0899658203125
2015-09-30,298.06,108.1,4455.2900390625,1920.030029296875
2015-10-01,299.21,108.58,4426.5400390625,1923.8199462890625
2015-10-02,301.7,108.36,4458.8798828125,1951.3599853515625
2015-10-05,302.17,109.25,4616.89990234375,1987.050048828125
2015-10-06,303.33,110.82,4660.64013671875,1979.9200439453125
2015-10-07,294.72,109.01,4667.33984375,1995.8299560546875
2015-10-08,301.28,109.78,4675.91015625,2013.4300537109375
2015-10-09,301.99,109.88,4701.39013671875,2014.8900146484375
2015-10-12,300.15,109.45,4688.7001953125,2017.4599609375
2015-10-13,302.2,110.8,4643.3798828125,2003.68994140625
2015-10-14,303.26,110.86,4609.02978515625,1994.239990234375
2015-10-15,304.76,110.9,4675.2900390625,2023.8599853515625
2015-10-16,303.47,109.87,4702.7900390625,2033.1099853515625
2015-10-19,303.73,110.07,4704.06982421875,2033.6600341796875
2015-10-20,303.5,109.86,4673.81005859375,2030.77001953125
2015-10-21,305.41,110.77,4695.10009765625,2018.93994140625
2015-10-22,307.21,111.55,4802.18017578125,2052.510009765625
2015-10-23,304.25,110.57,4923.64013671875,2075.14990234375
2015-10-26,305.82,112.23,4897.1298828125,2071.179931640625
2015-10-27,306.23,113.13,4847.06982421875,2065.889892578125
2015-10-28,306.11,111.37,4890.580078125,2090.35009765625
2015-10-29,304.84,,4885.81982421875,2089.409912109375
2015-10-30,303.31,109.32,4897.66015625,2079.360107421875
2015-11-02,304.37,110.56,4916.2099609375,2104.050048828125
2015-11-03,303.65,109.79,4936.18017578125,2109.7900390625
2015-11-04,302.45,108.49,4948.2900390625,2102.31005859375
2015-11-05,303.64,108.01,4980.0400390625,2099.929931640625
2015-11-06,303.46,106.88,4984.14990234375,2099.199951171875
2015-11-09,304.24,107.74,4911.169921875,2078.580078125
2015-11-10,303.53,106.79,4912.16015625,2081.719970703125
2015-11-11,304.75,107.85,4952.509765625,2075.0
2015-11-12,304.29,107.9,4856.64990234375,2045.969970703125
2015-11-13,303.14,106.73,4807.9501953125,2023.0400390625
2015-11-16,301.72,106.81,4804.31005859375,2053.18994140625
2015-11-17,302.27,106.5,4937.31005859375,2050.43994140625
2015-11-18,300.63,106.25,4906.72021484375,2083.580078125
2015-11-19,301.22,105.06,4915.10009765625,2081.239990234375
2015-11-20,308.52,105.41,4910.97021484375,2089.169921875
2015-11-23,303.47,104.51,4889.1201171875,2086.590087890625
2015-11-24,302.35,105.21,4820.27978515625,2089.139892578125
2015-11-25,303.11,105.75,4892.990234375,2088.8701171875
2015-11-26,303.56,105.82,4946.02001953125,
2015-11-27,306.4,105.86,4930.14013671875,2090.110107421875
2015-11-30,305.43,105.78,4957.60009765625,2080.409912109375
2015-12-01,303.8,104.34,4914.52978515625,2102.6298828125
2015-12-02,305.97,105.95,4905.759765625,2079.510009765625
2015-12-03,304.22,104.26,4730.2099609375,2049.6201171875
2015-12-04,304.99,104.87,4714.7900390625,2091.68994140625
2015-12-07,305.52,106.04,4756.41015625,2077.070068359375
2015-12-08,306.02,105.57,4681.85986328125,2063.590087890625
2015-12-09,302.64,104.57,4637.4501953125,2047.6199951171875
2015-12-10,299.06,103.08,4635.06005859375,2052.22998046875
2015-12-11,298.34,103.58,4549.56005859375,2012.3699951171875
2015-12-14,296.06,102.58,4473.06982421875,2021.93994140625
2015-12-15,293.2,101.23,4614.39990234375,2043.4100341796875
2015-12-16,294.66,100.83,4624.669921875,2073.070068359375
2015-12-17,293.58,100.7,4677.5400390625,2041.8900146484375
2015-12-18,290.9,99.34,4625.259765625,2005.550048828125
2015-12-21,295.26,100.68,4565.169921875,2021.1500244140625
2015-12-22,295.18,102.38,4567.60009765625,2038.969970703125
2015-12-23,292.85,101.96,4674.52978515625,2064.2900390625
2015-12-24,,,4663.18017578125,2060.989990234375
2015-12-28,296.79,102.74,4617.9501953125,2056.5
2015-12-29,297.94,103.94,4701.35986328125,2078.360107421875
2015-12-30,303.78,105.0,4677.14013671875,2063.360107421875
2015-12-31,303.93,106.5,,2043.93994140625
2016-01-04,302.43,104.97,4522.4501953125,2012.6600341796875
2016-01-05,300.27,104.46,4537.6298828125,2016.7099609375
2016-01-06,297.6,103.93,4480.47021484375,1990.260009765625
2016-01-07,296.83,103.8,4403.580078125,1943.0899658203125
2016-01-08,295.34,103.68,4333.759765625,1922.030029296875
2016-01-11,294.46,102.7,4312.740234375,1923.6700439453125
2016-01-12,296.36,105.13,4378.75,1938.6800537109375
2016-01-13,294.72,103.49,4391.93994140625,1890.280029296875
2016-01-14,297.06,106.05,4312.89013671875,1921.8399658203125
2016-01-15,294.8,105.22,4210.16015625,1880.3299560546875
2016-01-18,293.74,104.67,4189.56982421875,
2016-01-19,292.88,105.19,4272.259765625,1881.3299560546875
2016-01-20,292.45,105.66,4124.9501953125,1859.3299560546875
2016-01-21,290.37,104.26,4206.39990234375,1868.989990234375
2016-01-22,291.24,105.02,4336.68994140625,1906.9000244140625
2016-01-25,287.79,102.25,4311.330078125,1877.0799560546875
2016-01-26,289.34,103.21,4356.81005859375,1903.6300048828125
2016-01-27,289.04,102.69,4380.35986328125,1882.949951171875
2016-01-28,289.74,103.51,4322.16015625,1893.3599853515625
2016-01-29,289.77,104.11,4417.02001953125,1940.239990234375
2016-02-01,288.97,103.8,4392.330078125,1939.3800048828125
2016-02-02,290.31,104.17,4283.990234375,1903.030029296875
2016-02-03,291.8,104.41,4226.9599609375,1912.530029296875
2016-02-04,293.04,104.7,4228.52978515625,1915.449951171875
2016-02-05,293.0,103.72,4200.669921875,1880.050048828125
2016-02-08,292.3,103.32,4066.31005859375,1853.43994140625
2016-02-09,294.0,104.43,3997.5400390625,1852.2099609375
2016-02-10,292.65,103.69,4061.199951171875,1851.8599853515625
2016-02-11,293.52,104.79,3896.7099609375,1829.0799560546875
2016-02-12,293.81,104.98,3995.06005859375,1864.780029296875
2016-02-15,292.46,102.9,4115.25,
2016-02-16,297.13,104.45,4110.66015625,1895.5799560546875
2016-02-17,299.1,102.49,4233.47021484375,1926.8199462890625
2016-02-18,302.27,103.6,4239.759765625,1917.8299560546875
2016-02-19,298.86,103.81,4223.0400390625,1917.780029296875
