date,r_log_s,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2018-04-30,-0.82211925489212,1.407631407389898,1.8838062133723454,1.4420290927337458,1.9306925300269067,1.842296054966498,1.842296054966498
2018-05-01,0.25458021710273004,1.2487866294519496,1.678017440668648,1.2287041546893724,1.6720547411505726,1.6617084510499132,1.6617084510499132
2018-05-02,-0.72319512014023,1.3078706896747896,1.7348745721307488,1.3451138716360285,1.7806234672808907,1.687889890567493,1.687889890567493
2018-05-03,-0.22562175850639998,1.1749795131158212,1.5680615016534285,1.1964542216760197,1.6084544947618684,1.53538588911976,1.53538588911976
2018-05-04,1.27298100283349,1.21742180348805,1.6050833635233532,1.2854796694776163,1.6890982609257221,1.5488742568195306,1.5488742568195306
2018-05-07,0.34519805549898996,1.1160715987069567,1.4734998185907044,1.1898534620598578,1.572028141136642,1.4205450703175309,1.4205450703175309
2018-05-08,-0.02656766117338,1.3619283722227853,1.7745091621890998,1.426343225101085,1.8405901878336042,1.7452329610199147,1.7452329610199147
2018-05-09,0.9635647934868701,1.2292755501017982,1.610876830281033,1.2851151644429748,1.6850080234964322,1.5881558375384786,1.5881558375384786
2018-05-10,0.9327011603848301,1.1064148360986525,1.4524897337231089,1.1320570651822932,1.4976528634735562,1.4452842196020164,1.4452842196020164
2018-05-11,0.17061392709612,1.2085288298492713,1.5745981077890223,1.2655661970738925,1.645894283005132,1.5435530886339397,1.5435530886339397
2018-05-14,0.08830995101265,1.2664453451760715,1.647977581194359,1.3524744677883758,1.7510213435564375,1.597293837249927,1.597293837249927
2018-05-15,-0.6865655043990799,1.1374527474346887,1.484886755401383,1.1792514630181143,1.5518648809232922,1.4518021953823252,1.4518021953823252
2018-05-16,0.40523398475144,1.0307895296903944,1.3461031892459216,1.0214897716772853,1.3633857593789813,1.3303042438474826,1.3303042438474826
2018-05-17,-0.08562387886101,1.104906821067169,1.435005599305662,1.1448276378209103,1.4905244374446431,1.3964195804144917,1.3964195804144917
2018-05-18,-0.26356652545503,1.0354512208292144,1.3392312260633215,1.0879219251684475,1.418730042031516,1.298665499564504,1.298665499564504
2018-05-21,0.7359604547933299,0.9566373425637991,1.235279681849578,0.9972376867992434,1.3050858354853554,1.2060556827568774,1.2060556827568774
2018-05-22,-0.31406885928751,0.9214774035553406,1.1760885658376545,0.9800102646283295,1.2666467722950505,1.141048816557149,1.141048816557149
2018-05-23,0.32431452068987,0.9943009203176134,1.2574708197106166,1.0715693127456538,1.3629926330362596,1.212107752357527,1.212107752357527
2018-05-24,-0.20252629577225,0.9612014773751113,1.2068740211259201,1.0538957927019967,1.331823176087107,1.1561843320782736,1.1561843320782736
2018-05-25,-0.23600030541859,0.9104593753775799,1.1324427003343243,0.9925315819050369,1.2572076826094012,1.0876302871772772,1.0876302871772772
2018-05-29,-1.16315725117922,0.8749312259949387,1.0818866310078656,0.9572424121821749,1.20955744478511,1.0393698643249916,1.0393698643249916
2018-05-30,1.26158753519238,0.8540843971959118,1.0478462974905498,0.9395404286850595,1.1799610756513326,1.0055157193036084,1.0055157193036084
2018-05-31,-0.69033332434342,1.2266658025460249,1.5444245597857216,1.2760442162463301,1.5619278865660529,1.577697961316194,1.577697961316194
2018-06-01,1.07907997092398,1.426470049101592,1.818056163406901,1.48499299523849,1.8305292894120948,1.8287127832156376,1.8287127832156376
2018-06-04,0.44695948983522005,1.3887068209417832,1.7880959135194914,1.4863603839802693,1.8594766153410878,1.7630545723220594,1.7630545723220594
2018-06-05,0.07023462695756,1.4523668975784016,1.8896459344215442,1.5661217645915857,1.992544808608497,1.8386219717236822,1.8386219717236822
2018-06-06,0.85309006373119,1.3171083162608717,1.7247820371521108,1.4211277977893586,1.8424854903073877,1.6767561536645357,1.6767561536645357
2018-06-07,-0.07144436219845,1.1760124601719748,1.5426907454075416,1.2087015698757972,1.588003677810919,1.5170421044295979,1.5170421044295979
2018-06-08,0.31210289077513,1.214939361087288,1.5831976428497891,1.2841485153950816,1.6688108902390644,1.5336931835806475,1.5336931835806475
2018-06-11,0.10681370069403,1.099198259450278,1.4397932171018737,1.1442033992668927,1.5052291612718884,1.4056890184452309,1.4056890184452309
2018-06-12,0.17418672787038,1.0164409293637744,1.3209931001845439,1.058815712837768,1.394679526170005,1.292315529035347,1.292315529035347
2018-06-13,-0.40342545414114,0.9339161038124943,1.1996830236861094,0.9304289071612953,1.2302931858093429,1.1883043719535227,1.1883043719535227
2018-06-14,0.24685005225036,0.8713624837651092,1.100078316978863,0.8473153011571328,1.1150259845482695,1.1004867697256064,1.1004867697256064
2018-06-15,-0.1017620315494,0.8958021038631054,1.1215445335680019,0.9122255469586601,1.1688170406440028,1.1004579335901163,1.1004579335901163
