date,r_log_BRVM,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2018-02-05,-0.1661929094526967,1.6892391149803598,2.5962009778701547,1.6712044672753321,2.6354713765058095,1.6984545318652895,2.605333046702211,1.704443408925496,2.601095103270167
2018-02-06,0.4716165946721266,1.5876046284003915,2.3523484854687964,1.5712793537042722,2.3831202000833134,1.5930359163642993,2.355652367206242,1.6105240411733652,2.3594728771599502
2018-02-07,0.4997511650471616,1.5143472855854707,2.192609600498769,1.47667541954972,2.1770297493361817,1.5176282934776748,2.193691352991195,1.561460436879205,2.22921586424512
2018-02-08,0.2208318895228497,1.531340255623974,2.2335859734528216,1.5253219514758392,2.280859461354969,1.5357473600882503,2.2359062678038035,1.5548380215850026,2.2311018311835262
2018-02-09,-0.2208318895228543,1.549017114954442,2.2791076286728655,1.5699002891612852,2.3735499019940702,1.5540802492191756,2.2818994668817085,1.5548976713011344,2.2515062143242974
2018-02-12,-0.2169763045310269,1.4950864130934034,2.1617653335277143,1.4833188842592708,2.1958635761564804,1.4986904510589014,2.1632484299937467,1.5340629364138012,2.1774748322164754
2018-02-13,-0.431007001709907,1.461946912750784,2.0978316630937925,1.4367604020178195,2.100150836750268,1.463926777050095,2.0982524491344914,1.5238277373105467,2.140008927095032
2018-02-14,1.0459937819036231,1.4396780821906474,2.066025781161126,1.400661238640267,2.0393901547304516,1.4407889882738993,2.0661165546419693,1.517313016478733,2.126450231889332
2018-02-15,-0.2593923031523989,1.47408522710751,2.1491880845098366,1.4676756497194068,2.1805379234503195,1.4732612826692717,2.14871813328516,1.527092536525534,2.1719038174753056
2018-02-16,0.3500208832502309,1.7738199408870297,2.776337235580782,1.7992989318406785,2.8746410495486834,1.7831353191537047,2.7806470839536646,1.7767733086760278,2.768563132551096
2018-02-19,-0.1813393701022723,1.6480145740911065,2.470420275535794,1.675135882661896,2.557039531131791,1.6530564671304975,2.4711495873765594,1.649888376368728,2.4555688355612686
