date,returns
2014-01-28,0.9779360875585964
2014-01-29,-0.6787161576872842
2014-01-30,0.5527191488130929
2014-01-31,-0.34268544862070116
2014-02-03,-1.4013748050728703
2014-02-04,0.23586537905974542
2014-02-05,0.008253402220727228
2014-02-06,1.6930572624108458
2014-02-07,0.952448820951328
2014-02-10,0.21144436066060224
2014-02-11,1.0842243186418643
2014-02-12,0.5164906364828278
2014-02-13,0.1694024714533476
2014-02-14,0.6319337288932686
2014-02-17,-0.11458300288922217
2014-02-18,-0.10293152897536587
2014-02-19,0.23963028757449825
2014-02-20,0.33093774232686146
2014-02-21,0.5853545477703556
2014-02-24,0.8652100002497514
2014-02-25,-0.10369582546415543
2014-02-26,-0.40038023392174116
2014-02-27,-0.011827630457976855
2014-02-28,0.2655457509708766
2014-03-03,-2.694970133634335
2014-03-04,2.418272922160456
2014-03-05,-0.10583415167492397
2014-03-06,0.5855872739385115
2014-03-07,-1.1526363835677322
2014-03-10,0.10117410654118522
2014-03-11,-0.48436499616693657
2014-03-12,-1.0041801048699226
2014-03-13,-1.3030802960192776
2014-03-14,-0.8064324503887246
2014-03-17,1.309813308167768
2014-03-18,0.9621215202022131
2014-03-19,-0.12062440015549505
2014-03-20,0.4597082231726118
2014-03-21,0.17013665252178706
2014-03-24,-1.368868210407338
2014-03-25,1.5725766508015253
2014-03-26,0.9400576959373453
2014-03-27,-0.13897076307495224
2014-03-28,0.7326206940610326
2014-03-31,-0.4489455429800624
2014-04-01,0.7988097658729101
2014-04-02,0.09347132517876894
2014-04-03,0.4159875318102362
2014-04-04,0.7884571872798989
2014-04-07,-1.086699127457502
2014-04-08,-0.25392439030293024
2014-04-09,0.402596021999327
2014-04-10,-0.6592024714488849
2014-04-11,-1.0850652470417417
2014-04-14,0.42741317440067195
2014-04-15,-0.8982961771984828
2014-04-16,1.3783783063504922
2014-04-17,0.5917978341650864
2014-04-22,1.1754236875695174
2014-04-23,-0.7415547673589238
2014-04-24,0.6373590390643828
2014-04-25,-0.8048787690499523
2014-04-28,0.3795961273594704
2014-04-29,0.829420247194783
2014-04-30,-0.22904759124447288
2014-05-02,-0.6532921041623072
2014-05-05,0.10133596956621768
2014-05-06,-0.7787926584680572
2014-05-07,0.41399793138826174
2014-05-08,1.3581281959944858
2014-05-09,-0.6669373591086455
2014-05-12,0.36495961796524484
2014-05-13,0.25270675193282177
2014-05-14,-0.08838450336655543
2014-05-15,-1.254432950704591
2014-05-16,0.2550128707332285
2014-05-19,0.30203744090162427
2014-05-20,-0.39025948641412006
2014-05-21,0.3739266156998881
2014-05-22,0.205206952383853
2014-05-23,0.3330588772367331
2014-05-26,0.7490051323269138
2014-05-27,0.062270594856802405
2014-05-28,0.041492197960608566
2014-05-29,-0.02472081068398171
2014-05-30,-0.24176465248334855
2014-06-02,-0.08144992550099515
2014-06-03,-0.2705270677217342
2014-06-04,-0.05974534389897573
2014-06-05,1.054847451767886
2014-06-06,0.7095466467474545
2014-06-09,0.17447747987024828
2014-06-10,0.12804457129988422
2014-06-11,-0.8719106115188623
2014-06-12,-0.015587247990371172
2014-06-13,-0.24446063408209867
2014-06-16,-0.7340974250165265
2014-06-17,0.575276303168812
2014-06-18,-0.12573199224728773
2014-06-19,0.7185436899298816
2014-06-20,-0.47669883473796915
2014-06-23,-0.5690702462728163
2014-06-24,0.0613249350473955
2014-06-25,-1.2861327145656802
2014-06-26,-0.47122947821912237
2014-06-27,-0.059474180047350014
2014-06-30,-0.3194283080401072
2014-07-01,0.8617893489484121
2014-07-02,-0.36829586585713986
2014-07-03,1.0109026046103189
2014-07-04,-0.4665758941959752
2014-07-07,-1.4247467773318594
2014-07-08,-1.4455644425668557
2014-07-09,0.3978245503606139
2014-07-10,-1.352737505885175
2014-07-11,0.3536940150887805
2014-07-14,0.7740160746976168
2014-07-15,-1.0335891252098448
2014-07-16,1.4698738217454765
2014-07-17,-1.219101872349448
2014-07-18,0.4436254466233633
2014-07-21,-0.7076336536530392
2014-07-22,1.4936372115633614
2014-07-23,0.15549806946214215
2014-07-24,0.7813900324579786
2014-07-25,-1.832753911474066
2014-07-28,0.3278317772186774
2014-07-29,0.47782460990419795
2014-07-30,-1.2279714324814899
2014-07-31,-1.5460992033497933
2014-08-01,-1.0264207175544122
2014-08-04,0.3430034167528973
2014-08-05,0.3706390626053372
2014-08-06,-0.6099470341287905
2014-08-07,-1.3715726047526404
