date,r_log_ca,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2020-07-17,-0.3123652423897289,3.307106468469392,4.764416490808157,3.585111570863021,5.378925694467046,2.6017964009766303,3.733778149118833,3.4198927913602937,4.9915109845046715
2020-07-20,0.4676027192161587,2.9690599081974156,4.412167613514053,3.242714073122568,4.964823918987874,2.4499207563469816,3.591425859007739,3.0609692437171483,4.590606753536234
2020-07-21,0.2176936962927808,2.657681936230906,4.073743102630414,2.90809241943781,4.542324987100574,2.267763335158437,3.4120542681373944,2.7255037036809093,4.196849552807963
2020-07-22,-1.3244847931957164,2.3953364705716753,3.7583427727749994,2.6258872266202764,4.166622994965998,2.063378596765,3.19536155824272,2.4450976900553405,3.8461647696307164
2020-07-23,-0.0667340237657719,2.1392653988916432,3.452870705760334,2.295268663341002,3.7291613699760533,1.876598050310483,2.993858245438701,2.158850846734332,3.4726208628448587
2020-07-24,-1.548141422402345,2.4572523396008945,3.7302072308176233,2.61331283421217,4.075736934316826,2.5734265680336814,3.580888774841116,2.493959682123632,3.8080129979031323
2020-07-27,-0.3397330099253377,2.19911304780956,3.4304484632853693,2.302919418832211,3.655220346560108,2.32562698659899,3.3661748857583653,2.2083544157137664,3.4461102745713745
2020-07-28,-0.2164485981248624,2.6391755483058317,3.870618358630271,2.727976631261428,4.145848378473415,3.0481715096148454,4.041888163637553,2.659344219327331,3.934319595728891
2020-07-29,0.602778056522342,2.391918135122738,3.6008139921360414,2.5059878202016708,3.8614031611032043,2.7827497922631568,3.8314505810037933,2.407935254148798,3.6436346416216177
2020-07-30,-2.1567028685861165,2.16409238445911,3.337477372641016,2.275537210931274,3.553553967855745,2.5318386179701227,3.6163650136129526,2.169587965722991,3.3466331439020514
2020-07-31,-1.4372491817272393,2.0261932504369478,3.151987460991378,2.1719143033521364,3.4056186102193564,2.2986446673931993,3.3859421647131596,2.0416289075718956,3.1717527407379174
2020-08-03,1.9098688568249724,3.006518914191796,4.245406323282067,2.9686826987515706,4.381011942487018,3.6839502709977707,4.71004338180431,2.9667838247774383,4.227501391253498
2020-08-04,0.278325161687283,3.1231827635397558,4.397162955533269,3.178893000518263,4.654601480549788,3.8775210357522316,4.968868696594674,3.1310826744322413,4.44998564852437
